YEAR,DOY,T2M,RH2M,PRECTOTCORR
2021,76,25.9,39.19,0
2021,77,24.93,49.68,0
2021,78,25.18,43.19,0
2021,79,25.64,40.6,0
2021,80,25.84,39.38,0
2021,81,26.66,40.36,0
2021,82,26.95,45.12,0
2021,83,27.12,45.21,0
2021,84,27.58,41.21,0
2021,85,28,40.76,0
2021,86,27.24,46.39,0
2021,87,26.83,46.95,0
2021,88,28.35,40.72,0
2021,89,28.7,39.65,0
2021,90,30.06,29.39,0
2021,91,29.05,28.32,0
2021,92,29.23,28.86,0
2021,93,30.4,35.93,0
2021,94,29.12,39.88,0.01
2021,95,29.25,44,0
2021,96,28.32,46.59,0
2021,97,28.46,42.64,0
2021,98,28.42,32.98,0
2021,99,28.46,37.59,0
2021,100,27.93,46.39,0
2021,101,28,50.3,0
2021,102,28.36,51.77,0.22
2021,103,27.9,53.6,0.51
2021,104,27.33,56.49,12.77
2021,105,25.05,73.62,8.69
2021,106,26.27,64.02,0.08
2021,107,27.08,60.71,0.01
2021,108,27.68,56.94,0
2021,109,27.8,57.76,0.16
2021,110,26.79,63.88,0.1
2021,111,27.57,61.43,7.97
2021,112,27.88,60.31,1.05
2021,113,26.52,66.15,22.8
2021,114,26.4,68.24,6.03
2021,115,27.38,59.27,0.76
2021,116,25.92,65.87,0
2021,117,27.24,60.88,0
2021,118,27.76,57.32,0.01
2021,119,28.16,57.31,0.29
2021,120,27.64,59,0.22
2021,121,27.41,62.92,0.5
2021,122,27.46,60.67,0.14
2021,123,27.81,59.2,0.15
2021,124,27.79,59.36,0.17
2021,125,28.88,54.84,0.07
2021,126,28.49,56.25,0.12
2021,127,28.21,58.73,0.94
2021,128,28.2,58.29,0.01
2021,129,29.16,54.71,0.06
2021,130,29.35,55.54,0.46
2021,131,28.11,62.12,0.95
2021,132,28.05,66.29,15.57
2021,133,27.09,70.72,8.51
2021,134,27.71,63.44,5.02
2021,135,25.61,72.78,1.43
2021,136,25.83,74.31,0.08
2021,137,27.61,65.68,0.31
2021,138,27,68.43,0.59
2021,139,26.43,75.19,17.18
2021,140,25.75,74.18,9.48
2021,141,25.12,73.88,10.66
2021,142,24.82,76.87,8.26
2021,143,25.86,70.73,0.43
2021,144,24.07,74.61,0.49
2021,145,23.91,81.17,11.5
2021,146,25.33,71.07,0.18
2021,147,25.69,66.91,0.11
2021,148,26.36,64.64,0
2021,149,26.87,62.96,4.07
2021,150,26.96,66.55,1.61
2021,151,27.15,66.94,1.62
2021,152,27.28,67.2,2.05
2021,153,26.13,73.5,3.12
2021,154,25.05,79.68,12.42
2021,155,23.65,90.71,42.29
2021,156,23.93,77.91,21.94
2021,157,25.05,73.53,1.05
2021,158,24.2,74.46,0.4
2021,159,25.46,69.74,0.02
2021,160,24.89,74.2,1.6
2021,161,24.57,72.52,0.04
2021,162,24.28,71.68,0
2021,163,23.72,68.1,1.59
2021,164,23.74,70.21,1.57
2021,165,23.57,72.74,0.87
2021,166,23.32,76.86,1.18
2021,167,24.55,71.77,1.2
2021,168,24.72,74.06,1.59
2021,169,23.92,74.41,0.04
2021,170,24,77.18,0.26
2021,171,24.05,72.45,0.04
2021,172,24.8,72.31,0.02
2021,173,24.11,75.56,0.37
2021,174,25.15,72.54,2.99
2021,175,24.8,70.69,0.87
2021,176,24.93,68.38,0
2021,177,24.43,70.58,1.84
2021,178,22.43,72.98,0.36
2021,179,25.03,64.92,0.15
2021,180,26.5,66.38,0.2
2021,181,26.4,73.81,3.42
2021,182,25.16,81.23,12.69
2021,183,24.16,82.88,7.57
2021,184,24.56,76.99,0.8
2021,185,23.09,86.14,35.95
2021,186,24.49,78.09,1.37
2021,187,24.36,82.19,0.59
2021,188,24.14,83.05,4.58
2021,189,23.8,83.93,10.07
2021,190,24.13,82.2,7.77
2021,191,22.5,79.34,0.54
2021,192,22.74,78.5,0.16
2021,193,22.12,78.77,0.21
2021,194,23.88,79.98,4.56
2021,195,23.54,81.42,14.02
2021,196,23.03,81.75,6.95
2021,197,23.92,80.59,9.01
2021,198,23.82,84.78,25.87
2021,199,23,86.03,6.33
2021,200,23.83,78.54,2.92
2021,201,23.86,78.99,0.5
2021,202,23.43,80.33,2.46
2021,203,22.89,81.58,2.75
2021,204,24.2,76.85,1.04
2021,205,24.38,79.04,5.83
2021,206,24.14,81.11,20.97
2021,207,23.92,79.77,1.43
2021,208,24.16,76.95,1.35
2021,209,24.5,75.29,0.03
2021,210,24,77.12,0.04
2021,211,23.35,80.81,0.01
2021,212,23.92,78.21,0.06
2021,213,23.88,76.8,0.04
2021,214,23.92,74.25,1.15
2021,215,23.79,77.05,0.87
2021,216,23.96,77.68,0.31
2021,217,24.32,76.92,2.41
2021,218,24.6,77.67,5.82
2021,219,24.62,79.62,1.69
2021,220,24.88,78.59,0.33
2021,221,24.99,79,4.19
2021,222,23.46,84.81,10.34
2021,223,23.83,82.09,0.38
2021,224,23.31,84.22,1.12
2021,225,23.57,81.05,0.99
2021,226,23.1,81,0.1
2021,227,22.43,81.62,0.07
2021,228,22.74,78.91,5.24
2021,229,23.9,75.46,1.3
2021,230,23.71,73.33,0.26
2021,231,22.97,76.7,2.31
2021,232,23.24,77.4,2.72
2021,233,22.82,80.96,7.38
2021,234,23.19,77.76,2.97
2021,235,24.06,80.7,8.56
2021,236,24.1,80.31,4.43
2021,237,23.97,80.28,3.46
2021,238,24.42,78.84,2.27
2021,239,23.44,85.48,14.32
2021,240,22.91,82.54,4.33
2021,241,22.85,75.42,4.11
2021,242,22.21,79.32,0.52
2021,243,22.7,78.17,0.49
2021,244,23.35,78.29,7.5
2021,245,22.4,85.29,11.71
2021,246,22.56,81.99,14.8
2021,247,22.21,87,4.34
2021,248,22.87,81.09,3.61
2021,249,22.42,78.49,5.62
2021,250,22.47,80.6,1.06
2021,251,23.69,79.56,0.8
2021,252,23.58,79.29,0.29
2021,253,23.44,81.15,0.05
2021,254,23.48,81.96,0.64
2021,255,23.43,82.38,1.57
2021,256,23.73,81.52,0.58
2021,257,24.16,80.57,0.3
2021,258,23.81,81.64,0.82
2021,259,23.78,81.77,0.03
2021,260,24.39,77.17,0.2
2021,261,24.82,72.89,0.09
2021,262,24.6,77.01,9.38
2021,263,24.04,83.24,15.6
2021,264,23.42,82.42,5.92
2021,265,23.48,81.96,2.29
2021,266,23.19,83.71,2.05
2021,267,23.76,81.54,2.83
2021,268,23.39,85.68,10.63
2021,269,22.4,84.12,1.25
2021,270,23.11,80.97,2.98
2021,271,22.17,82.2,1.41
2021,272,22.76,81.19,7.74
2021,273,23.97,74,0.46
2021,274,24.02,81.62,3.17
2021,275,23.16,87.18,3.31
2021,276,23.11,85.04,7.62
2021,277,23.18,85.58,16.28
2021,278,22.83,88.83,17.76
2021,279,23.14,87.72,17.19
2021,280,24.48,81.74,6.62
2021,281,23.62,88.79,10.68
2021,282,23.15,87.76,6.98
2021,283,22.49,89.81,5.82
2021,284,23.24,85.27,5.1
2021,285,22.86,86.27,10.9
2021,286,23.34,85.71,2.87
2021,287,23.62,83.92,18.67
2021,288,23.69,84.61,17.7
2021,289,23.98,83.48,3.19
2021,290,22.9,87.75,3.53
2021,291,23.71,85.45,4.86
2021,292,23.7,82.51,0.95
2021,293,23.58,86.28,4.97
2021,294,23.16,88.37,8.27
2021,295,23.47,85.09,4.39
2021,296,22.76,88.4,7.66
2021,297,22.33,87.19,7.57
2021,298,22.14,86.8,0.11
2021,299,22.46,85.29,0.24
2021,300,21.79,86.02,0.02
2021,301,21.67,82.96,0
2021,302,21.7,89.59,3.03
2021,303,21.74,91.17,3.97
2021,304,22.11,90.52,1.98
2021,305,22.07,90.32,1.66
2021,306,21.39,88.73,1.4
2021,307,21.63,89.69,4.99
2021,308,21.9,89.96,18.66
2021,309,22.14,88.21,6.1
2021,310,21.23,94.22,2.66
2021,311,21.69,91.85,3.69
2021,312,20.8,91.98,1.02
2021,313,20.34,88.63,0.07
2021,314,19.34,87.41,2.69
2021,315,18.89,92.44,17.37
2021,316,20.88,91.75,9.1
2021,317,22.71,89.61,7.56
2021,318,22.81,89.6,9.24
2021,319,22.85,89.48,22.16
2021,320,22.82,89.76,10.52
2021,321,22.01,90.68,5.99
2021,322,20.52,94.93,23.85
2021,323,22.41,93.61,34.87
2021,324,22.66,91.12,6.1
2021,325,22,83.09,5.75
2021,326,22.05,90.96,1.09
2021,327,22.22,89.62,0.08
2021,328,22.02,87.43,3.27
2021,329,21.69,88.96,0.37
2021,330,21.45,88.61,0.57
2021,331,20.89,90.29,0.49
2021,332,19.89,92.6,4.57
2021,333,20.48,91.13,2.16
2021,334,21.28,89.88,1.14
2021,335,21.68,88.75,0.03
2021,336,21.18,87.72,0.01
2021,337,20.23,83.82,0.04
2021,338,21.69,79.89,0.17
2021,339,21.97,82.07,0.15
2021,340,21.92,86.2,0.29
2021,341,21.2,85.9,0
2021,342,20.46,86.07,0.04
2021,343,21.28,89.59,5.71
2021,344,20.86,87.61,0.69
2021,345,21.02,88.69,0.56
2021,346,20.69,88.91,0.28
2021,347,20.93,89.04,1.27
2021,348,20.3,89,0.35
2021,349,19.97,88.3,0.01
2021,350,19.7,87.39,0
2021,351,19.01,85.36,0
2021,352,17.78,84.01,0
2021,353,16.76,83.09,0
2021,354,16.72,83.88,0
2021,355,17.09,75.6,0
2021,356,17.36,79.44,0
2021,357,17.41,77.14,0
2021,358,17.39,74.4,0
2021,359,18.19,78.79,0
2021,360,18.46,81.89,0
2021,361,18.42,82.06,0
2021,362,18.55,84.69,0
2021,363,18.83,84.4,0
2021,364,19.34,84.93,1.05
2021,365,20.64,87.45,2.72
2022,1,20.62,86.7,0.83
2022,2,20.02,84.62,0.01
2022,3,19.57,83.33,0
2022,4,19.1,83,0
2022,5,19.09,79.82,0
2022,6,19.59,81.79,0
2022,7,20.2,82.7,0
2022,8,20.58,82.08,0
2022,9,20.67,81.46,0
2022,10,20.58,78.59,0
2022,11,20.78,78.68,0
2022,12,21.29,80.26,0
2022,13,21.75,78.77,0
2022,14,21.97,78.65,0.05
2022,15,21.73,78.47,0.07
2022,16,21.29,81.57,0.01
2022,17,20.91,81.32,0.01
2022,18,20.03,79.99,0
2022,19,19.87,73.19,0
2022,20,20.03,67.44,0
2022,21,20.88,65.72,0
2022,22,21.41,57.96,0
2022,23,20.44,64.62,0.01
2022,24,20.12,66.75,0
2022,25,20.85,76.11,0.26
2022,26,21.3,80.37,0.54
2022,27,21.14,78.51,0.01
2022,28,20.17,78.16,0
2022,29,20.5,77.87,0
2022,30,22.14,74.07,0
2022,31,22.91,71.82,0
2022,32,22.14,71.02,0
2022,33,21.67,66.9,0
2022,34,21.83,67,0
2022,35,22.71,62.05,0
2022,36,22.61,70.77,0
2022,37,22.59,73.19,0
2022,38,21.95,70.56,0
2022,39,21.7,68.92,0
2022,40,21.23,69.93,0
2022,41,20.63,61.69,0
2022,42,20.86,63.44,0
2022,43,21.33,69.79,0
2022,44,20.86,66.81,0
2022,45,21.36,66.47,0
2022,46,21.5,69.04,0
2022,47,22,64.86,0
2022,48,22.09,64.87,0
2022,49,21.95,65.25,0
2022,50,22.13,62.19,0
2022,51,23.1,59.66,0
2022,52,24.39,61.61,0
2022,53,24.4,60.34,0
2022,54,23.18,61.42,0
2022,55,22.34,56.75,0
2022,56,21.73,53.17,0
2022,57,21.35,56.4,0
2022,58,23.27,59.55,0
2022,59,23,52.8,0
2022,60,23.51,48.7,0
2022,61,22.73,39.4,0
2022,62,22.39,45.21,0
2022,63,22.9,43.06,0
2022,64,23.14,51.78,0
2022,65,23.38,54.78,0
2022,66,22,59.7,0
2022,67,24.8,53.36,0
2022,68,25.69,44.22,0
2022,69,25.45,41.48,0
2022,70,25.19,34.3,0
2022,71,25.5,32.46,0
2022,72,24.95,36.01,0
2022,73,26.41,38.04,0
2022,74,26.41,35.15,0
2022,75,26.29,35.88,0
2022,76,27.32,29.87,0
2022,77,28.05,31.9,0
2022,78,28.83,36.58,0
2022,79,27.38,48.15,0.82
2022,80,27.66,51.93,3.91
2022,81,27.27,56.67,3.63
2022,82,28.22,52.03,0.12
2022,83,28.09,51.73,0.29
2022,84,27.81,53.24,0
2022,85,28.11,51.98,0
2022,86,28.56,50.86,0
2022,87,29.09,49.78,0
2022,88,29.75,43.79,0
2022,89,29.99,40.92,0
2022,90,29.95,39.91,0
2022,91,29.55,44.58,0
2022,92,28.64,47.76,0.27
2022,93,28.37,48.64,0
2022,94,28.51,48.32,0
2022,95,27.88,45.53,0
2022,96,27.8,42.24,0.01
2022,97,27.78,47.83,0.56
2022,98,28.05,52.89,0.24
2022,99,27.78,54.73,0.02
2022,100,28.26,47.67,0
2022,101,27.87,47.06,0
2022,102,28.55,48.49,0
2022,103,27.8,58.28,2.56
2022,104,27.03,57.19,13.83
2022,105,28.72,51.95,0.04
2022,106,29.4,50.76,3.27
2022,107,27.04,65.43,12.32
2022,108,26.98,57.79,10.8
2022,109,27.03,63.75,2.78
2022,110,28.08,57.2,0.03
2022,111,27.6,60.82,0.11
2022,112,27.55,60.76,0.09
2022,113,26.1,65.38,0.07
2022,114,27.96,50.25,0
2022,115,27.92,53.72,0.43
2022,116,28.63,48.75,0.27
2022,117,28.94,52.09,0
2022,118,29.3,51.47,0
2022,119,30.12,49.23,0
2022,120,30.78,47.92,0.19
2022,121,30.62,47.23,11.26
2022,122,29.45,56.25,7.16
2022,123,28.43,58.24,2.11
2022,124,28.72,60.9,2.87
2022,125,27.71,65.17,5.87
2022,126,27.51,62.51,6.9
2022,127,28.01,62.16,8.6
2022,128,28.19,62.6,2.13
2022,129,27.77,63.4,6.71
2022,130,26.46,65.69,8.57
2022,131,25.77,70.12,11.39
2022,132,25.43,73.64,2.77
2022,133,26.29,73.26,1.56
2022,134,26.93,72.48,4.79
2022,135,25.42,79.88,6.13
2022,136,25.69,79.99,18.06
2022,137,25.22,72.51,52.82
2022,138,24.93,77.32,19.79
2022,139,23.41,86.04,3.82
2022,140,22.24,82.19,1.79
2022,141,24.03,74.61,0.1
2022,142,25.29,74.02,0
2022,143,25.68,73.36,0
2022,144,26.68,70.28,0
2022,145,26.63,70.77,0.03
2022,146,26.54,69.66,0.48
2022,147,24.95,72.28,0.04
2022,148,24.57,69.7,0
2022,149,25.34,68.28,0
2022,150,25.93,67.09,4.75
2022,151,23.41,77.67,1.95
2022,152,23.73,80.9,1.86
2022,153,25.78,71.69,1.25
2022,154,25.42,73.16,4.82
2022,155,24.06,74.39,6.5
2022,156,25.2,70.47,15.45
2022,157,24.73,73.91,5.29
2022,158,24.63,77.87,1.35
2022,159,25.35,72.22,0
2022,160,25.87,68.77,0
2022,161,25.74,69.15,0
2022,162,25.12,70.75,0.04
2022,163,24.27,71.27,1.43
2022,164,24.83,71.03,1.98
2022,165,24.43,76.9,25.65
2022,166,23.68,78.38,7.82
2022,167,24.26,79.78,8.8
2022,168,23.27,82.33,22.48
2022,169,22.77,84.74,13.14
2022,170,23.65,85.01,21.1
2022,171,23.58,79.86,5.48
2022,172,23.53,79.62,2.18
2022,173,22.51,85.01,2.04
2022,174,23.74,79.41,0.07
2022,175,22.97,83.05,0.03
2022,176,23.08,80.62,0.74
2022,177,23.64,78.46,0.04
2022,178,24.09,75.05,0.03
2022,179,24.19,74.99,0.06
2022,180,24.75,77.25,7.94
2022,181,23.98,82.14,3.74
2022,182,23.9,81.92,1.99
2022,183,23.28,84.1,0.57
2022,184,24.07,80.52,0.09
2022,185,22.87,82.62,1.1
2022,186,22.94,82.89,4.69
2022,187,23.15,80.42,2.47
2022,188,23.09,82.72,3.75
2022,189,22.42,82.88,3.3
2022,190,23.08,80.86,6.05
2022,191,23.12,79.78,1.02
2022,192,23.17,79.41,2.64
2022,193,23.25,78.5,0.76
2022,194,23.18,77.68,1.61
2022,195,23.06,75.66,0.93
2022,196,23.91,75.19,0.78
2022,197,24.12,79.11,6.09
2022,198,23.62,82.04,3.96
2022,199,23.09,80.85,1.36
2022,200,23.74,79.84,0.42
2022,201,24.27,80.68,21.68
2022,202,23.97,82.12,4.13
2022,203,22.91,85.59,1.56
2022,204,23.1,81.58,0.11
2022,205,23.37,79.12,0.08
2022,206,23.02,80.41,0.84
2022,207,21.63,88.25,5.88
2022,208,23.03,84.96,5.87
2022,209,24.24,79.55,1.84
2022,210,24.25,79.23,3.38
2022,211,24.57,78.09,8.79
2022,212,24.41,82.74,14.43
2022,213,24.74,80.53,26.18
2022,214,24.68,82.11,18.89
2022,215,23.41,83.51,27.5
2022,216,23.4,79.14,6.47
2022,217,23.42,82.21,8.25
2022,218,23.09,83.91,4.24
2022,219,22.98,84.67,1.88
2022,220,22.98,83.34,3.19
2022,221,23.29,79.68,0.68
2022,222,22.94,79.11,0.25
2022,223,23.43,79.53,0.58
2022,224,23.53,79.16,0.06
2022,225,22.79,80.62,0.03
2022,226,23.02,76.09,0
2022,227,24.13,76.27,0.09
2022,228,24.28,76.19,0.22
2022,229,24.27,78.74,0.09
2022,230,23.01,86.64,260.54
2022,231,23.19,83.71,50.74
2022,232,23.29,82.85,0.08
2022,233,23.18,84.16,4.29
2022,234,23.35,84.3,4.02
2022,235,23.36,83.68,0.4
2022,236,23.39,83.78,4.57
2022,237,22.51,86.13,17.85
2022,238,22.55,89.81,38.56
2022,239,22.11,90.81,21.6
2022,240,22.22,88.73,7.61
2022,241,22.71,91.11,36.92
2022,242,23.71,85.93,3.49
2022,243,22.91,88.64,4.14
2022,244,23.11,83.2,2.33
2022,245,23.35,86,5.53
2022,246,24.42,82.15,10.42
2022,247,23.76,88.97,49.61
2022,248,24.43,84.08,26.86
2022,249,24.03,83.9,30.17
2022,250,23.26,82.12,9.07
2022,251,22.53,89.09,7.91
2022,252,22.82,89.74,0.46
2022,253,22.68,89.06,0.42
2022,254,22.66,86.84,0.11
2022,255,22.49,86.21,0.01
2022,256,23.1,86.43,2.28
2022,257,22.55,87.99,4.3
2022,258,22.77,86.94,0.83
2022,259,23.23,86.17,0.08
2022,260,23.09,85.87,0.02
2022,261,23.09,86.18,0.15
2022,262,22.88,85.07,0.02
2022,263,21.48,81.96,0
2022,264,22.1,83.06,0.12
2022,265,22.38,80.72,0
2022,266,22.33,81.37,0.15
2022,267,22.7,82.95,2.75
2022,268,22.97,82.99,0.72
2022,269,22.81,88.78,4.43
2022,270,22.7,87.6,0.74
2022,271,22.08,90.06,5.72
2022,272,22.22,87.39,1.87
2022,273,21.48,89.87,11.55
2022,274,21.39,88.86,9.35
2022,275,21.54,86.47,0.15
2022,276,22.57,85.48,0.04
2022,277,22.59,87.91,0.02
2022,278,21.19,92.85,15.5
2022,279,21.92,88.78,2.18
2022,280,22.23,85.75,0.63
2022,281,22.12,87.48,1.08
2022,282,22.27,91.06,4.44
2022,283,23.3,89.44,17.34
2022,284,23.14,92.04,8.1
2022,285,23.45,87.88,9.07
2022,286,23.37,88.38,16.98
2022,287,23.62,83.16,17.34
2022,288,23.1,89.85,9.62
2022,289,23.41,88.41,22.29
2022,290,23.27,88.73,1.96
2022,291,23.39,86.58,3.75
2022,292,23.1,85.92,26.43
2022,293,22.82,87.09,13.05
2022,294,22.36,89.46,1.23
2022,295,22.09,88.42,0.1
2022,296,20.53,84.26,0
2022,297,18.75,74.76,0
2022,298,19.44,70.19,0
2022,299,20.01,70.51,0
2022,300,19.97,81.31,0.01
2022,301,20.75,88.62,0.22
2022,302,21.44,88.85,3.93
2022,303,21.45,87.48,0.35
2022,304,20.6,88.08,0.08
2022,305,20.64,92.04,8.19
2022,306,20.32,90.17,5.73
2022,307,20.2,87.87,5.47
2022,308,20.46,86.49,0.87
2022,309,20.89,86.28,0.29
2022,310,20.83,88.35,0.79
2022,311,20.04,84.55,0.08
2022,312,20.82,86.91,0
2022,313,21.28,86.03,0
2022,314,21.22,87.93,0.22
2022,315,20.13,89.6,3.05
2022,316,20.58,93.12,11.62
2022,317,20.66,90.98,4.99
2022,318,21.89,89.51,2.19
2022,319,21.75,87.89,0.45
2022,320,20.64,86.88,0
2022,321,18.39,78.04,0
2022,322,17.64,80.19,0
2022,323,17.73,80.38,0
2022,324,17.16,77.75,0
2022,325,17.14,91.96,0.08
2022,326,20.39,90.92,4.05
2022,327,21.54,90.24,6.25
2022,328,21.84,87.6,1.96
2022,329,21.36,87.09,0.26
2022,330,21.78,83.91,0.02
2022,331,22.2,85.18,0.01
2022,332,22.03,85.75,0
2022,333,20.47,83.94,0
2022,334,18.5,81.07,0.01
2022,335,21.22,88.07,0.06
2022,336,22.17,86.41,0.02
2022,337,21.83,86.6,0
2022,338,21.2,87.49,0
2022,339,21.4,86.41,0
2022,340,20.44,86.5,0
2022,341,18.99,80.56,0
2022,342,17.47,76.6,0.01
2022,343,17.95,85.7,5.94
2022,344,19.75,93.11,39.45
2022,345,21.43,89.99,8.05
2022,346,20.68,93.83,24.66
2022,347,21.34,89.82,7.13
2022,348,21.3,87.63,0.59
2022,349,20.14,79.87,0.01
2022,350,19.81,77.12,0
2022,351,20.09,85.57,0
2022,352,20.44,87.79,0
2022,353,17.79,86.6,0
2022,354,18.54,82.06,0
2022,355,18.11,79.7,0
2022,356,17.8,84.43,0
2022,357,19.66,86.55,0
2022,358,20.34,86.12,0.01
2022,359,21.31,89.13,3.95
2022,360,21.48,87.69,0.64
2022,361,21.16,86.76,0.28
2022,362,21.57,85.86,0.03
2022,363,20.94,82.05,0
2022,364,19.82,78.74,0
2022,365,19.09,74.94,0
2023,1,18.76,77.44,0
2023,2,18.94,82.48,0
2023,3,19.19,82.01,0
2023,4,19.39,81.23,0
2023,5,18.86,82.4,0
2023,6,19.05,84.56,0
2023,7,19.32,85.19,0
2023,8,19.1,81.69,0
2023,9,17.49,74.24,0
2023,10,16.71,77.17,0
2023,11,17.35,71.46,0
2023,12,18.17,65.49,0
2023,13,18.19,70.83,0
2023,14,17.89,68.02,0
2023,15,17.93,65.89,0
2023,16,18.19,67.28,0
2023,17,17.88,69.05,0
2023,18,18.67,73.4,0
2023,19,18.41,70.38,0
2023,20,18.71,78.84,0
2023,21,19.52,76.47,0
2023,22,19.02,72.09,0
2023,23,20.34,79.79,0
2023,24,21.03,74.65,0
2023,25,19.71,71.56,0.04
2023,26,19.5,73.4,0
2023,27,18.98,70.34,0
2023,28,19.15,62.51,0
2023,29,19.56,70.58,0
2023,30,20.8,79.83,0.03
2023,31,21.17,72.72,0.01
2023,32,21.03,67.89,0
2023,33,20.7,70.94,0
2023,34,21.5,73.31,0
2023,35,22.06,67.53,0.01
2023,36,22.24,57.63,0
2023,37,21.43,60.57,0
2023,38,21.41,63.27,0
2023,39,22.12,61.32,0
2023,40,21.85,61.05,0
2023,41,21.91,61.56,0
2023,42,22.24,55.38,0
2023,43,22.84,51.21,0
2023,44,22.4,47.21,0
2023,45,21.79,52.4,0
2023,46,21.98,51.5,0
2023,47,22.25,50.96,0
2023,48,21.59,56.46,0
2023,49,21.73,60.64,0
2023,50,22,60.29,0
2023,51,22.35,55.36,0
2023,52,22.57,53.73,0
2023,53,22.67,51.75,0
2023,54,21.95,48.87,0
2023,55,22,46.17,0
2023,56,22.94,37.44,0
2023,57,22.84,41.46,0
2023,58,21.92,46.92,0
2023,59,22.55,47.31,0
2023,60,23.55,54,0
2023,61,22.21,43.08,0
2023,62,22.55,41.76,0
2023,63,22.85,39.04,0
2023,64,23.17,36.84,0
2023,65,23.4,35.94,0
2023,66,23.64,37.3,0
2023,67,23.35,44.97,0
2023,68,22.8,47.59,0
2023,69,23.41,47.95,0
2023,70,23.73,50.67,0
2023,71,23.88,53.09,0
2023,72,25.27,49.04,0
2023,73,26.07,39.94,0
2023,74,26.86,46.66,0
2023,75,26.88,50.41,2.28
2023,76,23.65,72.73,14.28
2023,77,24.42,72.56,7.07
2023,78,25.29,66.98,5.65
2023,79,25.29,60.86,0.49
2023,80,24.14,49.42,0.01
2023,81,25.28,56.23,0
2023,82,26.86,58.63,0.04
2023,83,27.1,58.42,0.2
2023,84,26.5,63.55,0.27
2023,85,26.45,61.99,0.55
2023,86,27.41,54.18,0.11
2023,87,28.05,54.5,0.01
2023,88,28.53,51.24,0.08
2023,89,27.96,47.91,0.78
2023,90,27.83,46.82,0.02
2023,91,27.82,49.42,0.02
2023,92,28.01,50.52,0.19
2023,93,28.58,48.16,0.1
2023,94,27.04,58.46,6.5
2023,95,27.23,57.76,0.76
2023,96,27.19,55.12,0.04
2023,97,27.29,53.93,0
2023,98,26.68,51.94,0
2023,99,26.83,48.64,0
2023,100,27.28,44.15,0
2023,101,27.65,33.29,0
2023,102,27.81,31.39,0
2023,103,29.28,29.01,0
2023,104,29.26,27.75,0
2023,105,29.01,29.88,0
2023,106,28.08,32.57,0
2023,107,28.97,30.29,0
2023,108,29.14,30.5,0
2023,109,29.3,32.35,0
2023,110,30.01,38.11,0
2023,111,29.63,48.14,0.6
2023,112,29.03,49.03,1.84
2023,113,28.87,53.41,0.71
2023,114,28.79,52.08,0.12
2023,115,28.06,54.89,0.19
2023,116,28.35,51.89,0.27
2023,117,29.12,48.42,0.01
2023,118,28.94,50.63,0.1
2023,119,27.56,57.64,16.83
2023,120,26.59,66.53,3.41
2023,121,24.65,77.4,19.71
2023,122,25.44,72.41,0.87
2023,123,25.14,77.28,3.86
2023,124,24.73,77.46,8.09
2023,125,24.71,77.33,9.26
2023,126,25.07,77.15,2.48
2023,127,24.38,80.56,13.19
2023,128,25.65,74.64,4.03
2023,129,27.22,67.1,0.24
2023,130,26.91,64.79,0.01
